Project ID,Sr No.,Item Name,Item Category,Quantity,UOM,Rate ($),Amount ($),Weight (kg),Month,Year,Company Name,City,Country
AG-SEP24,35,M8*25 SS 304,Raw Material,25.0,No., $-   ,3.0,250.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,36,M8*80 SS 304,Raw Material,435.0,No., $-   ,155.0,4350.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,37,METEL PLIER,Raw Material,13.0,No., $5.00 ,65.0,27.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,38,MOLAS,Raw Material,2.0,Drum, $64.00 ,129.0,580.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,39,Mould Box Sheet 10 Guage (4 Inch*8 ft),Raw Material,12.0,No., $7.00 ,86.0,300.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,40,MS Sheet 16 Guage (4 Ft*8 Ft),Raw Material,5.0,No., $39.00 ,196.0,125.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,41,OMEGA HOT DIP,Raw Material,435.0,No., $-   ,90.0,4350.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,42,Plastic Dori,Raw Material,1.0,No., $6.00 ,6.0,10.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,43,Plastic Shaper,Raw Material,1.0,No., $29.00 ,29.0,10.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,44,Pressure Cooker,Raw Material,1.0,No., $21.00 ,21.0,4.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,45,PVC Pipe Soldering Heater,Raw Material,1.0,No., $21.00 ,21.0,0.5,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,46,PVC Pipe with Fitting,Raw Material,6.0,No., $21.00 ,125.0,60.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,47,SILICATE DRUM,Raw Material,2.0,Drum, $63.00 ,125.0,600.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,48,SLEEVES,Raw Material,94.8,KG, $1.00 ,115.0,94.8,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,49,STEEL BOX,Raw Material,10.0,No., $11.00 ,114.0,80.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,50,Steplizer 3000 Watt,Raw Material,1.0,No., $61.00 ,61.0,10.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,51,Welding Rod,Raw Material,1.0,No., $6.00 ,6.0,5.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,52,DC COOLER WITH SOLAR PLATE,Solar Material,2.0,No., $92.00 ,183.0,150.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,53,SOLAR OPERATING PANEL,Solar Material,1.0,No.," $1,232.00 ",1232.0,200.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,54,SOLAR PLATE (Trina 590-Watt) ,Solar Material,216.0,No., $74.00 ,15930.0,6000.0,Augest,2024,Foundary Port Sudan,Khartoum,Sudan
AG-JAN25,55,Buff moter electric,Electrical,1.0,No., $35.00 ,35.0,10.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,56,Copper Stud 10 mm ,Electrical,60.0,No., $2.00 ,120.0,600.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,57,Crusible small ,Furnace Material,16.0,No., $3.00 ,54.0,160.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,58,Mica Sheet 3 mm ,Furnace Material,5.0,No., $10.00 ,50.0,125.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,59,Drum polish machine electric,Mechanical,1.0,No., $75.00 ,75.0,500.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,60,Hydrolic Pump,Mechanical,1.0,No., $100.00 ,100.0,50.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,61,Lathe machine 5 ft,Mechanical,1.0,No.," $1,500.00 ",1500.0,500.0,December,2024,PakArab Steel Factory,Khartoum,Sudan
AG-JAN25,62,Pully 3 inch 2 belts bore 24 mm,Mechanical,516.0,No., $3.00 ,1548.0,5160.0,December,2024,PakArab Steel Factory,Khartoum,Sudan
AG-JAN25,63,Pully 4 inch 3 belts bore 42 + 50 mm ,Mechanical,504.0,No., $5.00 ,2520.0,5040.0,December,2024,PakArab Steel Factory,Khartoum,Sudan
AG-JAN25,64,Vernier calipers,Mechanical,2.0,No., $10.00 ,20.0,20.0,December,2024,PakArab Steel Factory,Khartoum,Sudan
AG-JAN25,65,Clamp meter,Meter,1.0,No., $25.00 ,25.0,1.0,December,2024,PakArab Steel Factory,Khartoum,Sudan
AG-JAN25,66,Digital Gauge meter,Meter,5.0,No., $5.00 ,25.0,5.0,December,2024,PakArab Steel Factory,Khartoum,Sudan
AG-JAN25,67,Presure meter ,Meter,4.0,No., $1.00 ,4.0,4.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,68,Brush ,Raw Material,5.0,No., $-   ,2.0,50.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,69,Buff soap,Raw Material,2.0,No., $2.00 ,5.0,20.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,70,Casting pipe 40 mm dia,Raw Material,1.5,Ton," $1,100.00 ",1650.0,15.0,December,2024,PakArab Steel Factory,Khartoum,Sudan
AG-JAN25,71,Casting pipe 45 mm dia,Raw Material,2.0,Ton," $1,100.00 ",2200.0,20.0,December,2024,PakArab Steel Factory,Khartoum,Sudan
AG-JAN25,72,Casting pipe 50 mm dia,Raw Material,2.0,Ton," $1,100.00 ",2200.0,20.0,December,2024,PakArab Steel Factory,Khartoum,Sudan
AG-JAN25,73,Casting pipe 55 mm dia,Raw Material,1.0,Ton," $1,100.00 ",1100.0,10.0,December,2024,PakArab Steel Factory,Khartoum,Sudan
AG-JAN25,74,Copper Braizing Rod,Raw Material,5.0,No., $2.00 ,10.0,125.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,75,"Fiber Glass Rod 2"" * 3/2"" * 28"" ",Raw Material,4.0,No., $2.00 ,8.0,100.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,76,Fiber Glass Sheet 3 mm (4' * 8') 16.8 kg,Raw Material,1.0,No., $20.00 ,20.0,25.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,77,"Glass Bush 3/4"" ",Raw Material,40.0,No., $2.00 ,80.0,400.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,78,Glass Tape,Raw Material,40.0,No., $1.00 ,40.0,40.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,79,Jist (250 gm),Raw Material,1.0,No., $12.00 ,12.0,10.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,80,Luster,Raw Material,1.0,No., $3.00 ,3.0,10.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,81,Measuring Foots,Raw Material,4.0,No., $1.00 ,4.0,40.0,December,2024,PakArab Steel Factory,Khartoum,Sudan
AG-JAN25,82,Moter Carbon Bush,Raw Material,4.0,No., $10.00 ,40.0,40.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,83,Omni mom (1 kg),Raw Material,1.0,No., $60.00 ,60.0,10.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,84,Patten,Raw Material,4.0,No., $10.00 ,40.0,40.0,December,2024,PakArab Steel Factory,Khartoum,Sudan
AG-JAN25,85,Plastic pipe,Raw Material,4.0,No., $1.00 ,5.0,40.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,86,PS Card,Raw Material,3.0,No., $25.00 ,75.0,30.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,87,Rope,Raw Material,1.0,No., $3.00 ,3.0,10.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,88,Short SCR Card,Raw Material,1.0,No., $25.00 ,25.0,10.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,89,"SS Hexa Nut 3/4""",Raw Material,32.0,No., $1.00 ,32.0,1.6,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,90,SS Nut,Raw Material,60.0,No., $1.00 ,60.0,3.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,91,"SS Rod 3/4"" * 49""",Raw Material,16.0,No., $5.00 ,80.0,400.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,92,SS washer,Raw Material,60.0,No., $1.00 ,60.0,3.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,93,SS Washer 20 mm ,Raw Material,32.0,No., $1.00 ,32.0,1.6,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,94,Steel flask,Raw Material,4.0,No., $18.00 ,72.0,100.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,95,Steel plate small,Raw Material,6.0,No., $-   ,2.0,150.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,96,Wood small,Raw Material,3.0,No., $1.00 ,3.0,30.0,December,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-SEP24,97,Welding Plant Cable,Cable,20.0,ft, $2.00 ,32.0,5.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,98,Cooling Tower ,Furnace Material,1.0,No., $518.00 ,518.0,300.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,99,HAND GRINDER MACHINE,Mechanical,2.0,No., $18.00 ,36.0,5.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,100,Pully Cast Iron,Mechanical,8.0,No., $16.00 ,129.0,100.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,101,WELDIND PLANT 500 AMP,Mechanical,1.0,No., $125.00 ,125.0,100.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,102,AC Clamp Meter,Meter,1.0,No., $5.00 ,5.0,1.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,103,Baby Air Blower,Raw Material,1.0,No., $14.00 ,14.0,2.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,104,COUPLENE,Raw Material,4.0,No., $21.00 ,86.0,68.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,105,DISTEL WATER EQUIPMENT,Raw Material,1.0,No., $212.00 ,212.0,50.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,106,Gas Cutter,Raw Material,1.0,No., $80.00 ,80.0,5.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,107,HAMMER,Raw Material,3.0,No., $2.00 ,5.0,10.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,108,"J- BOLT 3/4"" * 24""",Raw Material,16.0,No., $4.00 ,57.0,50.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,109,MEASURING TAPE,Raw Material,2.0,No., $2.00 ,5.0,1.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,110,SMALL LADLE WITH HANDLE,Raw Material,4.0,No., $45.00 ,179.0,150.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,111,TRIANGLE,Raw Material,1.0,No., $2.00 ,2.0,1.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,112,ELECTRICAL PANEL,Solar Material,1.0,No., $500.00 ,500.0,100.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,113,MCB 500 Amp WITH PANEL,Solar Material,1.0,No., $446.00 ,446.0,100.0,July,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,114,DC Cable 120 mm,Cable,20.0,meter, $15.00 ,295.0,15.0,June,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,115,DC Cable 6 mm,Cable,20.0,Coil, $93.00 ,1856.0,200.0,June,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,116,Cable 4 mm,Cable,1.0,No., $48.00 ,48.0,12.0,June,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,117,Cable Tie,Cable,11.0,Packet, $1.00 ,8.0,1.0,June,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,118,Earthing Wire 25 mm,Cable,11.0,kg, $11.00 ,126.0,11.0,June,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,119,COUPLENE SILVER,Raw Material,1.0,No., $43.00 ,43.0,8.0,June,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,120,EARTHING BAG,Raw Material,7.0,No., $1.00 ,8.0,50.0,June,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,121,EARTHING ROD,Raw Material,2.0,No., $11.00 ,21.0,2.0,June,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,122,FLAXIBLE PIPE,Raw Material,2.0,Bundle, $9.00 ,18.0,2.0,June,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,123,LIGHTING ARRESTER,Raw Material,2.0,No., $18.00 ,36.0,6.0,June,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,124,THIMBLE 6 MM,Raw Material,4.0,Packet, $2.00 ,9.0,1.0,June,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,125,TOOL GRINDER 1.5 HP,Raw Material,1.0,No., $80.00 ,80.0,20.0,June,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,126,TOOLBOX,Raw Material,1.0,No., $14.00 ,14.0,10.0,June,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,127,MC4,Solar Material,100.0,No., $-   ,43.0,1.0,June,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,128,Cable Themble Punch,Cable,1.0,No., $4.00 ,4.0,1.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,129,Flexible Cable 4 Core ,Cable,41.0,meter, $4.00 ,161.0,7.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,130,DC Clump Meter,Meter,1.0,No., $21.00 ,21.0,0.5,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,131,TDS Meter,Meter,1.0,No., $7.00 ,7.0,0.25,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,132,Bench Vice,Raw Material,1.0,No., $18.00 ,18.0,7.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,133,CAM SWITCH 30 Amp,Raw Material,2.0,No., $5.00 ,10.0,1.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,134,Digital Scale 40 Kg,Raw Material,1.0,No., $18.00 ,18.0,2.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,135,Digital Vernier Calliper,Raw Material,1.0,No., $6.00 ,6.0,0.25,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,136,Drill Set Box,Raw Material,1.0,Box, $12.00 ,12.0,3.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,137,FILE,Raw Material,3.0,No., $2.00 ,5.0,0.25,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,138,Grinder disk,Raw Material,30.0,No., $1.00 ,43.0,1.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,139,HECSA,Raw Material,1.0,No., $1.00 ,1.0,1.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,140,HILO DRILL BIT,Raw Material,2.0,No., $1.00 ,1.0,0.25,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,141,Insulation Remover,Raw Material,1.0,No., $6.00 ,6.0,1.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,142,LEVEL 4 Inch,Raw Material,1.0,No., $1.00 ,1.0,1.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,143,L-KEY SET,Raw Material,1.0,Packet, $3.00 ,3.0,0.25,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,144,OIL CAN,Raw Material,1.0,No., $2.00 ,2.0,0.25,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,145,PIPE WRENCH 12 Inch,Raw Material,3.0,No., $5.00 ,14.0,6.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,146,PIPE WRENCH 36 Inch,Raw Material,1.0,No., $15.00 ,15.0,5.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,147,PIPE WRENCH 48 Inch,Raw Material,1.0,No., $23.00 ,23.0,5.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,148,PLIER,Raw Material,3.0,No., $2.00 ,6.0,1.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,149,Ring Spanner Set (24 pieces),Raw Material,1.0,Set, $22.00 ,22.0,5.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,150,RUBBER HAMMER,Raw Material,2.0,No., $1.00 ,2.0,1.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,151,SAW,Raw Material,1.0,No., $2.00 ,2.0,1.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,152,SCREW WRENCH 12 Inch,Raw Material,2.0,No., $2.00 ,4.0,1.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,153,SCREWDRIVER SET,Raw Material,1.0,No., $11.00 ,11.0,1.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,154,Spanner Set (12 pieces),Raw Material,1.0,Set, $9.00 ,9.0,5.0,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,155,SS Clump 3 Inch,Raw Material,12.0,No., $1.00 ,13.0,0.5,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,156,TEMPERATURE GUN,Raw Material,1.0,No., $20.00 ,20.0,0.5,May,2024,Foundary Port Sudan,Khartoum,Sudan
AG-JAN25,157,Electric moter 400 hp,Electrical,1.0,No.," $5,000.00 ",5000.0,10.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,158,Thyristor Fast F1800,Electrical,4.0,No., $100.00 ,400.0,40.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,159,Bentonide Powder,Furnace Material,40.0,Bags, $10.00 ,400.0,400.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,160,Boric Acid ,Furnace Material,5.0,Bags, $50.00 ,250.0,50.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,161,Coil Cot Powder,Furnace Material,5.0,Bags, $25.00 ,125.0,50.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,162,Crucible 50 kg,Furnace Material,2.0,No., $50.00 ,100.0,20.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,163,Ferro Manganese ,Furnace Material,40.0,Bags, $50.00 ,2000.0,400.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,164,Fire Clay Powder ,Furnace Material,25.0,Bags, $5.00 ,125.0,250.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,165,Graphite Powder,Furnace Material,40.0,Bags, $25.00 ,1000.0,400.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,166,Silicon,Furnace Material,4.0,Bags, $50.00 ,200.0,40.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,167,Gear Grarri,Mechanical,4.0,No., $200.00 ,800.0,40.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,168,Berring 22226 K,Raw Material,2.0,No., $50.00 ,100.0,20.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,169,Bracket 526,Raw Material,2.0,No., $10.00 ,20.0,20.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,170,Bush 26 HK,Raw Material,2.0,No., $5.00 ,10.0,20.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,171,Load Cell,Raw Material,4.0,No., $100.00 ,400.0,40.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,172,MS Rolls,Raw Material,12.0,No., $100.00 ,1200.0,120.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-JAN25,173,OPTO Card,Raw Material,2.0,No., $50.00 ,100.0,20.0,November,2024,Ghazi Abbas Steel Mills,Kosti,Sudan
AG-SEP24,174,Container Balance,Account,1.0,No.," $3,750.00 ",3750.0,10.0,September,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,175,Tyre Repairing,L&T,1.0,No., $252.00 ,252.0,10.0,September,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,176,C Cheenal Rent,L&T,1.0,NO., $43.00 ,43.0,10.0,September,2024,Paktherm Pvt. Ltd.,Sheikhupura,Pakistan
AG-SEP24,177,Container Freight,L&T,1.0,No.," $3,571.00 ",3571.0,10.0,September,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,178,Container Loading Rent,L&T,1.0,NO., $179.00 ,179.0,10.0,September,2024,Paktherm Pvt. Ltd.,Sheikhupura,Pakistan
AG-SEP24,179,Cooling Tower Rent,L&T,1.0,NO., $30.00 ,30.0,10.0,September,2024,Paktherm Pvt. Ltd.,Sheikhupura,Pakistan
AG-SEP24,180,Copper Cable Rent,L&T,1.0,NO., $16.00 ,16.0,1.0,September,2024,Paktherm Pvt. Ltd.,Sheikhupura,Pakistan
AG-SEP24,181,Electric Panel Rent,L&T,3.0,NO., $18.00 ,54.0,30.0,September,2024,Paktherm Pvt. Ltd.,Sheikhupura,Pakistan
AG-SEP24,182,Food,L&T,1.0,NO., $50.00 ,50.0,10.0,September,2024,Paktherm Pvt. Ltd.,Sheikhupura,Pakistan
AG-SEP24,183,Lath Machine Rent,L&T,1.0,NO., $54.00 ,54.0,500.0,September,2024,Paktherm Pvt. Ltd.,Sheikhupura,Pakistan
AG-SEP24,184,Linning Powder Rent,L&T,1.0,NO., $21.00 ,21.0,10.0,September,2024,Paktherm Pvt. Ltd.,Sheikhupura,Pakistan
AG-SEP24,185,Loading & Transpotation,L&T,1.0,No., $589.00 ,589.0,10.0,September,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,186,Petrol,L&T,1.0,No., $536.00 ,536.0,10.0,September,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,187,Shabbir Trader Rent,L&T,1.0,NO., $21.00 ,21.0,10.0,September,2024,Paktherm Pvt. Ltd.,Sheikhupura,Pakistan
AG-SEP24,188,Solar Mechanical Fitting Rent,L&T,1.0,NO., $18.00 ,18.0,10.0,September,2024,Paktherm Pvt. Ltd.,Sheikhupura,Pakistan
AG-SEP24,189,Solar Plates Rent,L&T,1.0,NO., $71.00 ,71.0,10.0,September,2024,Paktherm Pvt. Ltd.,Sheikhupura,Pakistan
AG-SEP24,190,SPD Panel Rent,L&T,1.0,NO., $21.00 ,21.0,10.0,September,2024,Paktherm Pvt. Ltd.,Sheikhupura,Pakistan
AG-SEP24,191,Steel Box Rent,L&T,1.0,NO., $11.00 ,11.0,25.0,September,2024,Paktherm Pvt. Ltd.,Sheikhupura,Pakistan
AG-SEP24,192,Donation,Raw Material,1.0,No., $89.00 ,89.0,10.0,September,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,193,Medicine,Raw Material,1.0,No., $60.00 ,60.0,10.0,September,2024,Foundary Port Sudan,Khartoum,Sudan
AG-SEP24,194,DC COOLER WITH SOLAR FAIMLY,Solar Material,2.0,No., $92.00 ,183.0,20.0,September,2024,Foundary Port Sudan,Khartoum,Sudan
AG-APR25,195,Furnace remote control ,Electrical,1.0,No., $250.00 ,250.0,1.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,196,Crusible small ,Furnace Material,16.0,No., $3.00 ,54.0,160.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,197,Drum polish machine electric,Mechanical,1.0,No., $75.00 ,75.0,500.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,198,Matt machine,Mechanical,1.0,No., $18.00 ,18.0,500.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,199,Megnit machine,Mechanical,2.0,No., $18.00 ,36.0,1000.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,200,Melting machine,Mechanical,1.0,No., $40.00 ,40.0,500.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,201,Phrozen machine printer,Mechanical,1.0,No., $80.00 ,80.0,500.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,202,Pully 4 inch,Mechanical,1200.0,No., $5.00 ,6000.0,12000.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,203,Shower casting machine,Mechanical,1.0,No., $55.00 ,55.0,500.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,204,Steel body circle + machine box,Mechanical,2.0,No., $17.00 ,34.0,50.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,205,Vecuum presure pump,Mechanical,2.0,No., $62.00 ,124.0,100.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,206,Presure meter ,Meter,4.0,No., $1.00 ,4.0,4.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,207,Dai press steel,Raw Material,1.0,No., $36.00 ,36.0,25.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,208,Gare Garrari,Raw Material,6.0,No., $200.00 ,1200.0,60.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,209,Kalyat steel,Raw Material,2.0,No., $21.00 ,43.0,50.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,210,Mom injecter,Raw Material,1.0,No., $45.00 ,45.0,10.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,211,Pipe conecter,Raw Material,1.0,No., $1.00 ,1.0,10.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,212,Plastic pipe,Raw Material,4.0,No., $1.00 ,5.0,40.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,213,Plastic round ,Raw Material,4.0,No., $-   ,1.0,40.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,214,Rope,Raw Material,1.0,No., $3.00 ,3.0,10.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,215,Rubber for flask ,Raw Material,14.0,No., $-   ,4.0,140.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,216,Steel body kuja ,Raw Material,3.0,No., $22.00 ,67.0,75.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,217,Steel Bubbles,Raw Material,1.0,No., $120.00 ,120.0,25.0,April,2025,Shalimar Steels,Soba,Sudan
AG-APR25,218,Steel flask,Raw Material,4.0,No., $18.00 ,72.0,100.0,April,2025,Shalimar Steels,Soba,Sudan
